StudentID,NoPaymentDue,Service,Disabled,Unemployed,School,Units,Country,Region,Marital_Status,Gender,Longest_Absence_From_School,Filed_For_Bankruptcy,LongTermPlanningScore,DecisionStyle,PowerOrientedScore,CommunityOrientedScore,Family_Income,Parent_Education_Level,Credit_Score_Raw,Credit_Score_AgeAdj,Loan_Amount,HS_Math,HS_Science,HS_English
990,pos,,,,smc,10.0,USA,3,1,,4,,0.5535024231376234,Emotional,0.5610457127611517,0.4774186804692994,76995.9,Bachelor's,0.5100415570555924,0.4774186804692994,19735.0,6.0,6.0,7.0
989,pos,,,,ucla,12.0,USA,3,0,,9,,0.6934131449251494,Emotional,0.6327615596084877,0.6327605832411791,58579.26,HS or Lower,0.525709158236532,0.6327615596084877,19899.0,10.0,10.0,8.0
987,pos,,,,occ,12.0,USA,3,1,Male,5,,0.8245610725708842,Emotional,0.7857394073449977,0.7857394073449977,100373.38,Doctorate,0.5017996074278017,0.7857394073449977,19587.0,7.0,8.0,8.0
985,pos,fire_department,,,ucla,1.0,USA,4,0,,9,,0.7262843680035791,Emotional,0.7078020991917948,0.20590082921626163,48119.35,HS or Lower,0.6434564538107225,0.6704762074152596,9299.0,5.0,6.0,6.0
985,pos,navy,,,ucla,1.0,USA,4,0,,9,,0.7262843680035791,Emotional,0.7078020991917948,0.20590082921626163,48119.35,HS or Lower,0.6434564538107225,0.6704762074152596,9299.0,5.0,6.0,6.0
984,pos,,,,ucsd,3.0,USA,1,0,Male,3,,0.7399036849379974,Emotional,0.6862288742755999,0.323631407512039,70989.28,Doctorate,0.5278516048439996,0.6862288742755999,18186.0,8.0,9.0,10.0
984,pos,,,,smc,8.0,USA,1,0,Male,3,,0.7399036849379974,Emotional,0.6862288742755999,0.323631407512039,70989.28,Doctorate,0.5278516048439996,0.6862288742755999,18186.0,8.0,9.0,10.0
983,pos,,,,ucsd,5.0,USA,2,0,Male,2,,0.6866280977510542,Emotional,0.7218683985755343,0.30978624190364257,35833.8,Bachelor's,0.6562439987050311,0.30978624190364257,18953.0,8.0,8.0,8.0
983,pos,,,,ucla,13.0,USA,2,0,Male,2,,0.6866280977510542,Emotional,0.7218683985755343,0.30978624190364257,35833.8,Bachelor's,0.6562439987050311,0.30978624190364257,18953.0,8.0,8.0,8.0
981,pos,air_force,,,occ,10.0,USA,4,1,Male,5,,0.7357300831470104,Emotional,0.6813937453155899,0.6813937453155899,74885.58,Doctorate,0.5092161164589925,0.6813937453155899,18482.0,7.0,7.0,6.0
977,pos,foreign_legion,,,uci,11.0,USA,2,0,Male,4,,0.8949024706353157,Emotional,0.7429953167105123,0.2978698504557542,62316.61,Bachelor's,0.6754502879186475,0.3516873337224766,19596.0,9.0,10.0,8.0
976,pos,,Disabled,,occ,11.0,USA,3,0,Male,1,,0.7918114324626748,Emotional,0.7469253683801784,0.7469253683801784,49515.23,HS or Lower,0.6196849515881695,0.7469253683801784,18328.0,10.0,10.0,7.0
975,pos,army,,,ucsd,4.0,USA,4,1,Male,9,,0.8230166117973745,Emotional,0.7839001569418446,0.42843768781494873,61975.65,Doctorate,0.5753239290414058,0.7839001569418446,19717.0,6.0,9.0,9.0
975,pos,army,,,occ,2.0,USA,4,1,Male,9,,0.8230166117973745,Emotional,0.7839001569418446,0.42843768781494873,61975.65,Doctorate,0.5753239290414058,0.7839001569418446,19717.0,6.0,9.0,9.0
972,pos,,,,uci,10.0,USA,1,1,Male,1,,0.7413446909932722,Emotional,0.7050469465876086,0.21588053305185895,90945.87,Doctorate,0.6409517696250987,0.6878998697697527,18522.0,10.0,10.0,9.0
970,pos,,,,ucla,10.0,USA,5,1,,0,,0.7558461978014748,Emotional,0.5783538157850491,0.07286747674154981,60211.99,HS or Lower,0.5257761961682264,0.49016309597355956,18345.0,9.0,8.0,6.0
969,pos,,,,ucb,1.0,USA,2,1,,0,,0.8834517151244654,Emotional,0.6476702192988911,0.3233306451811586,79985.33,Doctorate,0.5448793025976556,0.6476702192988911,19045.0,8.0,8.0,8.0
969,pos,,,,uci,8.0,USA,2,1,,0,,0.8834517151244654,Emotional,0.6476702192988911,0.3233306451811586,79985.33,Doctorate,0.5448793025976556,0.6476702192988911,19045.0,8.0,8.0,8.0
968,pos,,,,smc,12.0,USA,1,1,,8,,0.8121584318553183,Emotional,0.7709939087431982,0.07548034314822871,45995.23,HS or Lower,0.5681912518106401,0.7709939087431982,18262.0,9.0,10.0,10.0
967,pos,,,,uci,12.0,USA,2,2,,4,,0.47496433219528833,Emotional,0.6814204439084097,0.3942995182626735,46558.03,Doctorate,0.619473130825827,0.3942995182626735,19306.0,4.0,7.0,10.0
963,pos,,Disabled,,uci,11.0,USA,3,0,,5,,0.8576270514127128,Emotional,0.8253213671927078,0.4015242149716869,54189.7,Bachelor's,0.5644414949829297,0.8253213671927078,19488.0,10.0,9.0,9.0
962,pos,marines,,,ucla,10.0,USA,1,0,Male,1,,0.630916504680031,Emotional,0.6867221503860128,0.23959962333356088,79953.07,HS or Lower,0.6242928639872843,0.5622958274207135,19636.0,9.0,9.0,4.0
959,pos,air_force,,,ucb,3.0,USA,1,1,,1,,0.5238401359661837,Emotional,0.6319696526381631,0.44565467126184316,74756.51,Bachelor's,0.5745178660346937,0.44565467126184316,18382.0,9.0,9.0,9.0
959,pos,air_force,,,ucla,12.0,USA,1,1,,1,,0.5238401359661837,Emotional,0.6319696526381631,0.44565467126184316,74756.51,Bachelor's,0.5745178660346937,0.44565467126184316,18382.0,9.0,9.0,9.0
958,pos,,,,smc,6.0,USA,3,0,Male,3,Filed_For_Bankruptcy,0.8919765451968451,Analytical,0.9570258106483561,0.14225002587500057,39990.68,HS or Lower,0.8700234642257783,0.8668456881579435,16752.0,7.0,7.0,10.0
956,pos,army,,,uci,5.0,USA,5,1,,1,Filed_For_Bankruptcy,0.5437389527516303,Analytical,1.0,0.1786095231273066,46533.9,Bachelor's,1.0,0.46691524922633704,16246.0,10.0,10.0,7.0
955,pos,marines,,,uci,12.0,USA,4,1,,7,,0.7957866358046886,Emotional,0.5678988436380132,0.289429335360442,70598.92,HS or Lower,0.5162716760345575,0.289429335360442,19704.0,7.0,4.0,7.0
953,pos,,,,ucsd,1.0,USA,3,1,Male,1,Filed_For_Bankruptcy,0.9555544580753121,Analytical,0.923006069255007,0.8129115088249819,69633.04,Doctorate,0.8390964265954608,0.8505060550281288,16855.0,7.0,10.0,7.0
953,pos,,,,uci,7.0,USA,3,1,Male,1,Filed_For_Bankruptcy,0.9555544580753121,Analytical,0.923006069255007,0.8129115088249819,69633.04,Doctorate,0.8390964265954608,0.8505060550281288,16855.0,7.0,10.0,7.0
952,pos,navy,,,uci,2.0,USA,4,1,Male,9,,0.6817713062300754,Emotional,0.6961073629484054,0.5507595542522884,55254.9,Bachelor's,0.6328248754076412,0.5507595542522884,9058.0,7.0,8.0,9.0
950,pos,,,,smc,7.0,USA,4,1,Male,1,,0.7950229985702981,Emotional,0.750714173157938,0.750714173157938,56648.62,Doctorate,0.5214940470805232,0.750714173157938,19191.0,4.0,8.0,7.0
949,pos,,,,ucla,12.0,USA,5,0,,5,,0.8670250653257517,Emotional,0.8366418140724625,0.2043285582867611,85420.13,Bachelor's,0.6847148872242542,0.8366418140724625,18253.0,10.0,10.0,10.0
948,pos,air_force,,Unemployed,ucsd,3.0,USA,3,0,Male,5,,0.70731079442794,Emotional,0.6054691601824743,0.2967419498854724,45829.23,Bachelor's,0.5504265092567948,0.5295908466573328,18526.0,10.0,7.0,7.0
948,pos,air_force,,Unemployed,occ,1.0,USA,3,0,Male,5,,0.70731079442794,Emotional,0.6054691601824743,0.2967419498854724,45829.23,Bachelor's,0.5504265092567948,0.5295908466573328,18526.0,10.0,7.0,7.0
947,pos,,,,smc,9.0,USA,3,0,Male,4,,0.6857352088521983,Emotional,0.624015763837378,0.624015763837378,36054.06,HS or Lower,0.5232769511683728,0.624015763837378,18877.0,5.0,7.0,7.0
946,pos,navy,,Unemployed,ucsd,6.0,USA,2,1,,1,,0.8702666751224809,Emotional,0.8405536568518506,0.8405536568518506,85728.74,Doctorate,0.661989080717649,0.8405536568518506,18503.0,8.0,9.0,9.0
946,pos,navy,,Unemployed,uci,1.0,USA,2,1,,1,,0.8702666751224809,Emotional,0.8405536568518506,0.8405536568518506,85728.74,Doctorate,0.661989080717649,0.8405536568518506,18503.0,8.0,9.0,9.0
945,pos,,,,uci,12.0,USA,5,1,,4,,0.7630631074286068,Emotional,0.7131823243429651,0.6712047452365368,113822.12,Bachelor's,0.5464533657936044,0.7131823243429651,19812.0,10.0,10.0,4.0
943,pos,,,,occ,7.0,USA,4,1,Male,5,,0.7920052614545057,Emotional,0.7107994054204756,0.3198197037864708,75942.98,Doctorate,0.6461812776549778,0.3198197037864708,19430.0,7.0,7.0,10.0
942,pos,air_force,,,ucb,3.0,USA,3,1,,4,,0.5754768546449593,Emotional,0.7547726757149213,0.2738792496993483,93557.31,Doctorate,0.6861569779226557,0.5012274259882507,18472.0,8.0,9.0,5.0
942,pos,air_force,,,uci,4.0,USA,3,1,,4,,0.5754768546449593,Emotional,0.7547726757149213,0.2738792496993483,93557.31,Doctorate,0.6861569779226557,0.5012274259882507,18472.0,8.0,9.0,5.0
940,pos,,,Unemployed,ucla,12.0,USA,5,0,,1,,0.7022573080746486,Emotional,0.7328538382513581,0.642865817813151,52487.42,HS or Lower,0.6662307620466891,0.642865817813151,16884.0,9.0,9.0,10.0
937,pos,navy,,,smc,1.0,USA,4,1,,4,,0.5073095025596415,Emotional,0.5245817229615295,0.13280549581395462,102079.95,HS or Lower,0.47689247541957225,0.4281453647984777,8628.0,8.0,6.0,8.0
936,pos,,,,ucb,6.0,USA,2,0,Male,0,,0.7487764296156456,Emotional,0.7678953484298472,0.36220229713900093,81930.54,Doctorate,0.6980866803907702,0.36220229713900093,19189.0,7.0,9.0,10.0
936,pos,,,,uci,9.0,USA,2,0,Male,0,,0.7487764296156456,Emotional,0.7678953484298472,0.36220229713900093,81930.54,Doctorate,0.6980866803907702,0.36220229713900093,19189.0,7.0,9.0,10.0
935,pos,,,,ucla,7.0,USA,3,0,Male,4,,0.8542060506952112,Emotional,0.6818289982358148,0.4497109298636133,86349.69,Doctorate,0.6198445438507406,0.49833609789586775,18706.0,10.0,10.0,9.0
932,pos,,,,ucla,4.0,USA,1,0,,8,Filed_For_Bankruptcy,0.9322931522983506,Analytical,1.0,0.34161039142145455,75304.38,Doctorate,0.9690444348370875,0.916095221757625,16226.0,9.0,9.0,8.0
928,pos,,,,smc,8.0,USA,4,1,,2,Filed_For_Bankruptcy,0.6946173016449393,Analytical,1.0,0.03882412967142557,92063.96,Doctorate,1.0,0.44177852835080345,15886.0,8.0,7.0,10.0
927,pos,,,,ucsd,3.0,USA,1,0,,8,,0.7871829912134367,Emotional,0.7414717806741624,0.6737948646959921,48615.79,Bachelor's,0.6713432538987008,0.7414717806741624,18416.0,9.0,8.0,7.0
927,pos,,,,uci,12.0,USA,1,0,,8,,0.7871829912134367,Emotional,0.7414717806741624,0.6737948646959921,48615.79,Bachelor's,0.6713432538987008,0.7414717806741624,18416.0,9.0,8.0,7.0
926,pos,,,,uci,9.0,USA,4,0,Male,3,,0.5466174532402874,Emotional,0.7211981388627465,0.013707847594560008,51278.71,HS or Lower,0.6556346716934058,0.3780073577820463,18864.0,10.0,8.0,7.0
924,pos,,,,ucsd,1.0,USA,2,0,Male,0,Filed_For_Bankruptcy,0.9842159668328295,Analytical,1.0,0.8196075028208725,64993.47,Bachelor's,0.9881500309717013,0.9803090406727318,15900.0,9.0,8.0,9.0
924,pos,,,,smc,5.0,USA,2,0,Male,0,Filed_For_Bankruptcy,0.9842159668328295,Analytical,1.0,0.8196075028208725,64993.47,Bachelor's,0.9881500309717013,0.9803090406727318,15900.0,9.0,8.0,9.0
923,pos,,,,ucsd,4.0,USA,5,0,Male,1,,0.820208419834216,Emotional,0.7805581794003582,0.49381580333374586,111271.17,HS or Lower,0.5042351147856607,0.7805581794003582,18646.0,8.0,7.0,5.0
923,pos,,,,uci,10.0,USA,5,0,Male,1,,0.820208419834216,Emotional,0.7805581794003582,0.49381580333374586,111271.17,HS or Lower,0.5042351147856607,0.7805581794003582,18646.0,8.0,7.0,5.0
920,pos,,,,uci,12.0,USA,2,1,,6,,0.9530959958829044,Emotional,0.5744614453322537,0.1808294128777561,48823.18,Bachelor's,0.5222376775747761,0.4353162190544625,19207.0,6.0,7.0,10.0
918,pos,,Disabled,,occ,11.0,USA,2,0,Male,4,,0.8202868394985946,Emotional,0.7806514664242777,0.2811977979408766,47671.82,Doctorate,0.6358517548846067,0.7806514664242777,19242.0,7.0,4.0,8.0
916,pos,,,Unemployed,ucb,2.0,USA,5,1,Male,7,,0.7433563292825841,Emotional,0.7632762973628087,0.6902339304056256,43083.07,HS or Lower,0.6938875430570988,0.6902339304056256,8404.0,10.0,8.0,10.0
915,pos,army,,,occ,2.0,USA,1,1,,8,Filed_For_Bankruptcy,0.7909908204369374,Emotional,0.7692655059453865,0.6475532555086829,99898.67,Doctorate,0.6993322781321695,0.7459578771156438,6323.0,9.0,8.0,7.0
913,pos,air_force,Disabled,,occ,8.0,USA,1,1,,0,,0.722311741012026,Emotional,0.6658951363427117,0.028925731538038235,94811.42,Bachelor's,0.3920479082561542,0.6658951363427117,18858.0,4.0,3.0,10.0
910,pos,,,,uci,12.0,USA,5,0,,4,,0.8864735150646844,Emotional,0.8601658691758182,0.31021053790482256,75844.13,Bachelor's,0.6389962858698709,0.8601658691758182,18066.0,10.0,6.0,7.0
909,pos,,Disabled,,ucla,8.0,USA,3,0,,5,,0.7945894325845004,Emotional,0.7502024553519109,0.5873743371539604,93244.28,HS or Lower,0.6293973451405691,0.7502024553519109,18519.0,7.0,8.0,9.0
908,pos,fire_department,,,ucla,11.0,USA,3,0,Male,5,,0.45469165915510396,Emotional,0.42305052081203026,0.3733758587706435,96112.06,Doctorate,0.38459138255639114,0.3733758587706435,18794.0,10.0,9.0,7.0
906,pos,,,,occ,8.0,USA,2,1,,1,,0.6919423852812986,Emotional,0.7639855627593353,0.4573908871088861,56172.27,Bachelor's,0.6945323297812138,0.6310843609195912,18604.0,6.0,5.0,4.0
905,pos,air_force,,,occ,13.0,USA,1,1,,9,,0.7890871430672632,Emotional,0.44663980330019903,0.21579043389829167,96995.28,HS or Lower,0.3256281018627305,0.44663980330019903,18534.0,9.0,8.0,8.0
904,pos,,,,smc,11.0,USA,4,1,Male,4,,0.5874503054909868,Emotional,0.5665392809955302,0.002928712084212748,74440.82,Doctorate,0.5150357099959365,0.5142969129371688,19950.0,10.0,10.0,8.0
902,pos,army,,,smc,4.0,USA,1,1,Male,6,,0.8673159933795761,Emotional,0.8369927450788627,0.5144000163854798,44801.41,HS or Lower,0.5921540225970603,0.8369927450788627,19086.0,10.0,9.0,9.0
901,pos,,,,ucla,10.0,USA,2,0,Male,1,,0.7767184494351019,Emotional,0.7291712324620743,0.7291712324620743,95247.24,Doctorate,0.5558613955829059,0.7291712324620743,19104.0,6.0,7.0,3.0
897,pos,,,,smc,12.0,USA,2,0,,2,,0.8067694169494644,Emotional,0.6110012549932798,0.41266890658037725,109031.09,Doctorate,0.5554556863575271,0.41266890658037725,18048.0,9.0,9.0,8.0
896,pos,,,,ucla,10.0,USA,4,1,,2,,0.8481756753199079,Emotional,0.6637780742277951,0.34762368644805974,106801.29,Bachelor's,0.37744860194434293,0.6637780742277951,19938.0,4.0,6.0,9.0
895,pos,fire_department,,,ucsd,1.0,USA,3,1,Male,6,,0.8095142284755996,Emotional,0.76785746044631,0.022403122037758294,107510.89,HS or Lower,0.4735191417988063,0.76785746044631,19909.0,8.0,8.0,6.0
895,pos,fire_department,,,ucla,12.0,USA,3,1,Male,6,,0.8095142284755996,Emotional,0.76785746044631,0.022403122037758294,107510.89,HS or Lower,0.4735191417988063,0.76785746044631,19909.0,8.0,8.0,6.0
894,pos,marines,,,smc,15.0,USA,2,1,Male,1,,0.6019328623392801,Emotional,0.5333278522245746,0.4680874736768601,99192.91,Doctorate,0.4848435020223405,0.530194316190894,18331.0,9.0,7.0,9.0
893,pos,,,,smc,9.0,USA,2,1,Male,3,,0.7070357223474275,Emotional,0.6163330935131489,0.3413081767138753,42443.55,Doctorate,0.5603028122846808,0.3413081767138753,18972.0,10.0,6.0,6.0
891,pos,,,,ucla,5.0,USA,3,0,,3,Filed_For_Bankruptcy,0.9307451818778367,Analytical,0.944654897999517,0.7091217224005959,73767.75,HS or Lower,0.8587771799995608,0.9141942721241778,16476.0,10.0,9.0,7.0
890,pos,,,,ucb,6.0,USA,5,0,Male,7,Filed_For_Bankruptcy,0.9968351174484269,Analytical,1.0,0.36581485012447956,45779.0,Doctorate,0.9138143236965335,0.7378927173282106,16427.0,7.0,7.0,6.0
890,pos,,,,occ,10.0,USA,5,0,Male,7,Filed_For_Bankruptcy,0.9968351174484269,Analytical,1.0,0.36581485012447956,45779.0,Doctorate,0.9138143236965335,0.7378927173282106,16427.0,7.0,7.0,6.0
888,pos,fire_department,,Unemployed,ucb,3.0,USA,3,1,Male,9,,0.8406819245276196,Emotional,0.8049884278825735,0.7276136032196661,42910.77,HS or Lower,0.6953343843466429,0.8049884278825735,17672.0,10.0,9.0,9.0
888,pos,fire_department,,Unemployed,ucla,6.0,USA,3,1,Male,9,,0.8406819245276196,Emotional,0.8049884278825735,0.7276136032196661,42910.77,HS or Lower,0.6953343843466429,0.8049884278825735,17672.0,10.0,9.0,9.0
887,pos,,,,uci,8.0,USA,2,1,Male,4,,0.7895503666125773,Emotional,0.7442602070219172,0.41198738086315245,75416.38,Doctorate,0.5404338541646212,0.7442602070219172,18399.0,9.0,10.0,7.0
885,pos,,Disabled,,occ,7.0,USA,2,0,,6,,0.7085632595302707,Emotional,0.6500897026143329,0.587819748482616,37859.5,Bachelor's,0.539020603015888,0.6500897026143329,18443.0,10.0,8.0,9.0
881,pos,,Disabled,,ucla,10.0,USA,5,0,Male,1,,0.5243496244328606,Emotional,0.6764849463931387,0.4461965434315068,47283.85,HS or Lower,0.6149863149028534,0.4461965434315068,18156.0,8.0,7.0,6.0
879,pos,,,,ucb,3.0,USA,1,1,Male,0,,0.8432694520119111,Emotional,0.808086702009715,0.808086702009715,92007.25,Doctorate,0.6455287884775316,0.808086702009715,19726.0,10.0,10.0,7.0
879,pos,,,,smc,8.0,USA,1,1,Male,0,,0.8432694520119111,Emotional,0.808086702009715,0.808086702009715,92007.25,Doctorate,0.6455287884775316,0.808086702009715,19726.0,10.0,10.0,7.0
877,pos,,,,smc,10.0,USA,1,0,,5,,0.8576668755595165,Emotional,0.6437276966005812,0.6326390513374315,52871.38,HS or Lower,0.5852069969096192,0.6326390513374315,19632.0,9.0,8.0,5.0
874,pos,,,,uci,7.0,USA,2,1,,5,Filed_For_Bankruptcy,0.7008458784539471,Analytical,1.0,0.45465880503376965,78139.89,HS or Lower,1.0,0.45465880503376965,16898.0,7.0,7.0,8.0
871,pos,,,,ucb,2.0,USA,3,1,,4,,0.5198350478337066,Emotional,0.6114068593001503,0.0005216363870204077,99687.51,Bachelor's,0.5558244175455911,0.4413996108470245,18773.0,10.0,8.0,7.0
871,pos,,,,smc,12.0,USA,3,1,,4,,0.5198350478337066,Emotional,0.6114068593001503,0.0005216363870204077,99687.51,Bachelor's,0.5558244175455911,0.4413996108470245,18773.0,10.0,8.0,7.0
870,pos,,Disabled,,uci,13.0,USA,3,1,,0,,0.7284325012384093,Emotional,0.6729559598058016,0.520336368081189,42509.33,HS or Lower,0.5618589674109898,0.6729559598058016,19704.0,7.0,8.0,7.0
868,pos,,,,uci,6.0,USA,1,1,Male,3,,0.23986893506703008,Emotional,0.6262366068987195,0.16786784251120876,96487.28,Bachelor's,0.5693060062715631,0.16786784251120876,18602.0,7.0,7.0,8.0
867,pos,,,,occ,12.0,USA,2,0,Male,6,,0.7572073336890092,Emotional,0.7063476659401107,0.7063476659401107,62393.61,HS or Lower,0.5396206739165791,0.7063476659401107,18940.0,7.0,7.0,9.0
866,pos,foreign_legion,,,ucla,6.0,USA,2,1,,5,,0.6133149600229931,Emotional,0.6114116391680909,0.29293076078283775,85356.56,Doctorate,0.5558287628800826,0.5427557682411626,18528.0,8.0,8.0,10.0
864,pos,,,,ucsd,1.0,USA,3,0,Male,4,,0.26616846612294925,Emotional,0.566009686083562,0.19118145051120897,55932.17,Bachelor's,0.5145542600759654,0.19118145051120897,19802.0,10.0,8.0,10.0
864,pos,,,,uci,9.0,USA,3,0,Male,4,,0.26616846612294925,Emotional,0.566009686083562,0.19118145051120897,55932.17,Bachelor's,0.5145542600759654,0.19118145051120897,19802.0,10.0,8.0,10.0
863,pos,,,,ucsd,5.0,USA,5,0,,0,,0.6606216009885665,Emotional,0.656177695996139,0.35627518782985135,43054.24,HS or Lower,0.5965251781783081,0.5955811756313106,19458.0,6.0,7.0,9.0
863,pos,,,,occ,8.0,USA,5,0,,0,,0.6606216009885665,Emotional,0.656177695996139,0.35627518782985135,43054.24,HS or Lower,0.5965251781783081,0.5955811756313106,19458.0,6.0,7.0,9.0
859,pos,,,Unemployed,occ,10.0,USA,2,1,Male,4,,0.85262703767083,Emotional,0.8193111695281843,0.4397391472512311,35122.84,Doctorate,0.554742242215616,0.8193111695281843,17665.0,9.0,7.0,8.0
858,pos,,,Unemployed,ucb,2.0,USA,4,1,,8,,0.6972943057524786,Emotional,0.6371917561438837,0.45087154647899297,77093.24,Doctorate,0.5785253392637969,0.6371917561438837,18671.0,7.0,10.0,10.0
858,pos,,,Unemployed,uci,1.0,USA,4,1,,8,,0.6972943057524786,Emotional,0.6371917561438837,0.45087154647899297,77093.24,Doctorate,0.5785253392637969,0.6371917561438837,18671.0,7.0,10.0,10.0
856,pos,army,,Unemployed,smc,12.0,USA,3,1,,3,,0.4351368480807406,Emotional,0.5476642861076106,0.10859477376743598,105479.42,HS or Lower,0.4978766237341915,0.35341284243538523,17842.0,7.0,8.0,6.0
855,pos,,,,ucla,9.0,USA,4,0,Male,1,,0.8341040955565071,Emotional,0.7971229572514373,0.7971229572514373,83899.29,Doctorate,0.5475589548901553,0.7971229572514373,18805.0,9.0,8.0,7.0
854,pos,fire_department,,,uci,2.0,USA,2,1,,1,Filed_For_Bankruptcy,0.9323186710498703,Analytical,0.8925768461008922,0.5904008053529617,101063.2,Bachelor's,0.8114334964553565,0.5904008053529617,6053.0,10.0,9.0,9.0
854,pos,fire_department,,,uci,2.0,USA,2,1,,1,Filed_For_Bankruptcy,0.9323186710498703,Analytical,0.8925768461008922,0.5904008053529617,101063.2,Bachelor's,0.8114334964553565,0.5904008053529617,6053.0,10.0,9.0,9.0
852,pos,,Disabled,,occ,10.0,USA,3,1,,4,,0.7488650017453187,Emotional,0.6973378290198645,0.46751968029002455,89268.61,Doctorate,0.6339434809271495,0.6966336005626872,18035.0,9.0,4.0,8.0
850,pos,,,,ucsd,5.0,USA,4,1,,1,,0.816131702535468,Emotional,0.7757116436475197,0.7108110076032972,67299.0,HS or Lower,0.6878327177144457,0.7757116436475197,18053.0,9.0,6.0,6.0
850,pos,,,,occ,12.0,USA,4,1,,1,,0.816131702535468,Emotional,0.7757116436475197,0.7108110076032972,67299.0,HS or Lower,0.6878327177144457,0.7757116436475197,18053.0,9.0,6.0,6.0
849,pos,,,,ucla,12.0,USA,5,0,,5,Filed_For_Bankruptcy,0.9479709219455323,Analytical,1.0,0.6066584189356945,42559.12,Doctorate,0.9233210933196461,0.9353922557402892,16291.0,10.0,9.0,9.0
847,pos,,,,uci,6.0,USA,1,0,Male,8,Filed_For_Bankruptcy,0.9313651735024188,Analytical,1.0,0.4625348778345142,71210.02,HS or Lower,0.9438336883145894,0.9149555438307317,17567.0,8.0,9.0,9.0
846,pos,,,,occ,10.0,USA,3,0,Male,4,,0.8555245390532842,Emotional,0.8227930008551636,0.23940650618169457,71121.9,HS or Lower,0.6971067597414731,0.8227930008551636,19914.0,8.0,10.0,8.0
842,pos,,,,ucb,6.0,USA,2,1,,0,,0.7619853808823525,Emotional,0.711923451106001,0.3765169016123764,67528.72,Doctorate,0.5115644141378652,0.711923451106001,18341.0,9.0,10.0,10.0
842,pos,,,,occ,15.0,USA,2,1,,0,,0.7619853808823525,Emotional,0.711923451106001,0.3765169016123764,67528.72,Doctorate,0.5115644141378652,0.711923451106001,18341.0,9.0,10.0,10.0
841,pos,,,,uci,9.0,USA,3,1,Male,5,,0.6421217694254092,Emotional,0.5790788616054852,0.5172440220576391,56546.4,Bachelor's,0.5264353287322592,0.5748065948234007,19869.0,9.0,5.0,6.0
840,pos,navy,,,ucsd,5.0,USA,5,0,,0,,0.7557552946449544,Emotional,0.7046549353365035,0.7046549353365035,87959.63,Bachelor's,0.5260174521956287,0.7046549353365035,18107.0,5.0,10.0,10.0
840,pos,navy,,,uci,11.0,USA,5,0,,0,,0.7557552946449544,Emotional,0.7046549353365035,0.7046549353365035,87959.63,Bachelor's,0.5260174521956287,0.7046549353365035,18107.0,5.0,10.0,10.0
